asset_description,asset_abbreviation,can_be_connected,dbo_entity_type,ifc4_3,ifc2x3,is_ifc_default,ifc2x3_entity,ifc2x3_predefined_type,ifc4_3_entity,ifc4_3_predefined_type
access control - RFID controller,RFIDC,1,,IfcController,IfcController,0,IfcController,,IfcController,
access control - RFID reader,RFIDR,1,,IfcCommunicationsApplianceSCANNER,IfcElectricApplianceSCANNER,0,IfcElectricAppliance,SCANNER,IfcCommunicationsAppliance,SCANNER
access control - access control system,ACS,1,,IfcDistributionSystemSECURITY,,0,,,IfcDistributionSystem,SECURITY
access control - audio intercom,AIC,1,,IfcSwitchingDevice,IfcSwitchingDevice,0,IfcSwitchingDevice,,IfcSwitchingDevice,
access control - biometric reader,BIOR,1,,IfcCommunicationsApplianceSCANNER,IfcElectricApplianceSCANNER,0,IfcElectricAppliance,SCANNER,IfcCommunicationsAppliance,SCANNER
access control - door release button,RTE,1,,IfcSwitchingDeviceCONTACTOR,IfcSwitchingDeviceCONTACTOR,0,IfcSwitchingDevice,CONTACTOR,IfcSwitchingDevice,CONTACTOR
access control - proximity reader - generic,PROXR,1,,IfcCommunicationsApplianceSCANNER,IfcElectricApplianceSCANNER,0,IfcElectricAppliance,SCANNER,IfcCommunicationsAppliance,SCANNER
access control - video intercom,VIC,1,,IfcSwitchingDevice,IfcSwitchingDevice,0,IfcSwitchingDevice,,IfcSwitchingDevice,
actuator,ACT,1,,IfcActuator,IfcActuator,1,IfcActuator,,IfcActuator,
actuator - frost protection switch,FPSW,1,,IfcActuatorELECTRICACTUATOR,IfcActuatorELECTRICACTUATOR,0,IfcActuator,ELECTRICACTUATOR,IfcActuator,ELECTRICACTUATOR
actuator - motorized window operator,WDO,1,,IfcActuatorELECTRICACTUATOR,IfcActuatorELECTRICACTUATOR,0,IfcActuator,ELECTRICACTUATOR,IfcActuator,ELECTRICACTUATOR
actuator - switch actuator,SWACT,1,,IfcActuatorELECTRICACTUATOR,IfcActuatorELECTRICACTUATOR,0,IfcActuator,ELECTRICACTUATOR,IfcActuator,ELECTRICACTUATOR
air conditioning unit,ACU,1,HVAC/AHU,IfcUnitaryEquipmentAIRCONDITIONINGUNIT,IfcUnitaryEquipmentAIRCONDITIONINGUNIT,0,IfcUnitaryEquipment,AIRCONDITIONINGUNIT,IfcUnitaryEquipment,AIRCONDITIONINGUNIT
air conditioning unit - computer room AC unit,CRAC,1,HVAC/AHU,IfcUnitaryEquipmentAIRCONDITIONINGUNIT,IfcUnitaryEquipmentAIRCONDITIONINGUNIT,0,IfcUnitaryEquipment,AIRCONDITIONINGUNIT,IfcUnitaryEquipment,AIRCONDITIONINGUNIT
air conditioning unit - direct expansion cooling unit,DX,1,HVAC/AHU,IfcUnitaryEquipmentSPLITSYSTEM,IfcUnitaryEquipmentSPLITSYSTEM,0,IfcUnitaryEquipment,SPLITSYSTEM,IfcUnitaryEquipment,SPLITSYSTEM
air handling - mechanical ventilation with heat recovery,MVHR,1,HVAC/AHU,IfcAirToAirHeatRecovery,IfcAirToAirHeatRecovery,0,IfcAirToAirHeatRecovery,,IfcAirToAirHeatRecovery,
air handling unit - air handling unit,AHU,1,HVAC/AHU,IfcUnitaryEquipmentAIRHANDLER,IfcUnitaryEquipmentAIRHANDLER,0,IfcUnitaryEquipment,AIRHANDLER,IfcUnitaryEquipment,AIRHANDLER
air handling unit - computer room air handler,CRAH,1,HVAC/AHU,IfcUnitaryEquipmentAIRHANDLER,IfcUnitaryEquipmentAIRHANDLER,0,IfcUnitaryEquipment,AIRHANDLER,IfcUnitaryEquipment,AIRHANDLER
air handling unit - dedicated outside air system unit,DOAS,1,HVAC/DOAS,IfcUnitaryEquipmentAIRHANDLER,IfcUnitaryEquipmentAIRHANDLER,0,IfcUnitaryEquipment,AIRHANDLER,IfcUnitaryEquipment,AIRHANDLER
air handling unit - heat recovery unit,HRU,1,HVAC/AHU,IfcAirToAirHeatRecovery,IfcAirToAirHeatRecovery,1,IfcAirToAirHeatRecovery,,IfcAirToAirHeatRecovery,
air handling unit - make-up air handler,MAU,1,HVAC/MAU,IfcUnitaryEquipmentAIRHANDLER,IfcUnitaryEquipmentAIRHANDLER,0,IfcUnitaryEquipment,AIRHANDLER,IfcUnitaryEquipment,AIRHANDLER
air handling unit - roof top unit,RTU,1,HVAC/AHU,IfcUnitaryEquipmentROOFTOPUNIT,IfcUnitaryEquipmentROOFTOPUNIT,0,IfcUnitaryEquipment,ROOFTOPUNIT,IfcUnitaryEquipment,ROOFTOPUNIT
air terminal - air valve - extract,EAV,1,,IfcAirTerminal,IfcAirTerminal,0,IfcAirTerminal,,IfcAirTerminal,
air terminal - air valve - supply,SAV,1,,IfcAirTerminal,IfcAirTerminal,0,IfcAirTerminal,,IfcAirTerminal,
air terminal - box,ATB,1,,IfcAirTerminalBox,IfcAirTerminalBox,1,IfcAirTerminalBox,,IfcAirTerminalBox,
air terminal - generic,AT,1,,IfcAirTerminal,IfcAirTerminal,1,IfcAirTerminal,,IfcAirTerminal,
air terminal - grille,GR,1,,IfcAirTerminal,IfcAirTerminal,0,IfcAirTerminal,,IfcAirTerminal,
air terminal - grille - extract,EG,1,,IfcAirTerminal,IfcAirTerminal,0,IfcAirTerminal,,IfcAirTerminal,
air terminal - grille - supply,SG,1,,IfcAirTerminal,IfcAirTerminal,0,IfcAirTerminal,,IfcAirTerminal,
air terminal - louvre,LOU,1,,IfcAirTerminal,IfcAirTerminal,0,IfcAirTerminal,,IfcAirTerminal,
air terminal - louvre - exhaust/extract,ELOU,1,,IfcAirTerminal,IfcAirTerminal,0,IfcAirTerminal,,IfcAirTerminal,
air terminal - louvre - inlet/intake,ILOU,1,,IfcAirTerminal,IfcAirTerminal,0,IfcAirTerminal,,IfcAirTerminal,
air terminal box - constant air volume box,CAV,1,,IfcAirTerminalBoxCONSTANTFLOW,IfcAirTerminalBoxCONSTANTFLOW,0,IfcAirTerminalBox,CONSTANTFLOW,IfcAirTerminalBox,CONSTANTFLOW
air terminal box - constant air volume box - extract,CAVE,1,,IfcAirTerminalBoxCONSTANTFLOW,IfcAirTerminalBoxCONSTANTFLOW,0,IfcAirTerminalBox,CONSTANTFLOW,IfcAirTerminalBox,CONSTANTFLOW
air terminal box - constant air volume box - extract - fixed,CAVEF,1,,IfcAirTerminalBoxCONSTANTFLOW,IfcAirTerminalBoxCONSTANTFLOW,0,IfcAirTerminalBox,CONSTANTFLOW,IfcAirTerminalBox,CONSTANTFLOW
air terminal box - constant air volume box - extract - mechanically actuated,CAVEM,1,,IfcAirTerminalBoxCONSTANTFLOW,IfcAirTerminalBoxCONSTANTFLOW,0,IfcAirTerminalBox,CONSTANTFLOW,IfcAirTerminalBox,CONSTANTFLOW
air terminal box - constant air volume box - supply,CAVS,1,,IfcAirTerminalBoxCONSTANTFLOW,IfcAirTerminalBoxCONSTANTFLOW,0,IfcAirTerminalBox,CONSTANTFLOW,IfcAirTerminalBox,CONSTANTFLOW
air terminal box - constant air volume box - supply - fixed,CAVSF,1,,IfcAirTerminalBoxCONSTANTFLOW,IfcAirTerminalBoxCONSTANTFLOW,0,IfcAirTerminalBox,CONSTANTFLOW,IfcAirTerminalBox,CONSTANTFLOW
air terminal box - constant air volume box - supply - mechanically actuated,CAVSM,1,,IfcAirTerminalBoxCONSTANTFLOW,IfcAirTerminalBoxCONSTANTFLOW,0,IfcAirTerminalBox,CONSTANTFLOW,IfcAirTerminalBox,CONSTANTFLOW
air terminal box - fan powered box,FPB,1,,IfcAirTerminalBox,IfcAirTerminalBox,0,IfcAirTerminalBox,,IfcAirTerminalBox,
air terminal box - under floor variable air volume box,UFT,1,HVAC/VAV,IfcAirTerminalBox,IfcAirTerminalBox,0,IfcAirTerminalBox,,IfcAirTerminalBox,
air terminal box - variable air volume box,VAV,1,HVAC/VAV,IfcAirTerminalBox,IfcAirTerminalBox,0,IfcAirTerminalBox,,IfcAirTerminalBox,
air terminal box - variable air volume box - extract,VAVE,1,HVAC/VAV,IfcAirTerminalBox,IfcAirTerminalBox,0,IfcAirTerminalBox,,IfcAirTerminalBox,
air terminal box - variable air volume box - supply,VAVS,1,HVAC/VAV,IfcAirTerminalBox,IfcAirTerminalBox,0,IfcAirTerminalBox,,IfcAirTerminalBox,
air terminal box - variable volume and temperature box,VVTB,1,,IfcAirTerminalBox,IfcAirTerminalBox,0,IfcAirTerminalBox,,IfcAirTerminalBox,
air terminal box - variable volume terminal unit,VVT,1,,IfcAirTerminalBox,IfcAirTerminalBox,0,IfcAirTerminalBox,,IfcAirTerminalBox,
alarm,ALR,1,,IfcAlarm,IfcAlarm,1,IfcAlarm,,IfcAlarm,
alarm - disabled alarm,DA,1,,IfcAlarmMANUALPULLBOX,IfcAlarmMANUALPULLBOX,0,IfcAlarm,MANUALPULLBOX,IfcAlarm,MANUALPULLBOX
antenna,ANT,0,,IfcCommunicationsApplianceANTENNA,IfcElectricAppliance,0,IfcElectricAppliance,,IfcCommunicationsAppliance,ANTENNA
antenna - wi-fi antenna,WANT,0,,IfcCommunicationsApplianceANTENNA,IfcElectricAppliance,0,IfcElectricAppliance,,IfcCommunicationsAppliance,ANTENNA
architecture - covering,COV,0,,IfcCovering,IfcCovering,1,IfcCovering,,IfcCovering,
architecture - furniture,FUR,0,,IfcFurniture,IfcFurniture,1,IfcFurniture,,IfcFurniture,
architecture - navigation element,NAV,1,,IfcNavigationElement,,1,,,IfcNavigationElement,
architecture - room,ROOM,0,,IfcSpaceINTERNAL,IfcSpace,0,IfcSpace,,IfcSpace,INTERNAL
architecture - sign,SIGN,1,,IfcSign,,1,,,IfcSign,
arhitecture - system furniture element,SFE,0,,IfcSystemFurnitureElement,,1,,,IfcSystemFurnitureElement,
av equipment,AVEQ,0,,IfcAudioVisualAppliance,IfcElectricAppliance,1,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - audio amplifier,AMP,0,,IfcAudioVisualApplianceAMPLIFIER,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,AMPLIFIER
av equipment - audio assistive equipment,AAE,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - audio mixer / splitter / equalizer / diplexer,AMIX,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - audio mixing desk,MIX,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - audio monitor,AMON,0,,IfcAudioVisualApplianceDISPLAY,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,DISPLAY
av equipment - audio video control keypad,AVKP,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - audio visual encoder,AVE,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - audio visual outlet,AVO,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - audio visual switch,AVS,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - bluetooth audio interface,BTAI,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - camera control unit,CCU,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - codec device,CD,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - digital signal processor,DSP,0,,IfcAudioVisualApplianceTUNER,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,TUNER
av equipment - digital whiteboard,DWB,0,,IfcAudioVisualApplianceDISPLAY,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,DISPLAY
av equipment - display screen,DS,0,,IfcAudioVisualApplianceDISPLAY,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,DISPLAY
av equipment - iptv / digital signage decoder,DEC,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - iptv content management system device,CMS,1,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - matrix switcher,MSW,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - microphone,MIC,0,,IfcAudioVisualApplianceMICROPHONE,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,MICROPHONE
av equipment - networked video recorder,NVR,1,,IfcAudioVisualAppliancePLAYER,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,PLAYER
av equipment - room booking panel,RBP,1,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - speaker,SPK,0,,IfcAudioVisualApplianceSPEAKER,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,SPEAKER
av equipment - thin client device,TCD,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - touch panel,TPAN,1,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - video wall,VDW,0,,IfcAudioVisualApplianceDISPLAY,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,DISPLAY
av equipment - vision mixing desk,VMIX,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - white noise generator,WNG,0,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - wireless presentation device,WPD,1,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - wireless receiver,WRCVR,1,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
av equipment - wireless sender,WSEND,1,,IfcAudioVisualAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,
battery,BATT,0,ELECTRICAL/BATT,IfcElectricFlowStorageDeviceBATTERY,IfcElectricFlowStorageDeviceBATTERY,0,IfcElectricFlowStorageDevice,BATTERY,IfcElectricFlowStorageDevice,BATTERY
battery - battery trip unit,BTR,0,ELECTRICAL/BATT,IfcProtectiveDevice,IfcProtectiveDevice,0,IfcProtectiveDevice,,IfcProtectiveDevice,
battery - electric heater battery,EHB,0,ELECTRICAL/BATT,IfcElectricFlowStorageDeviceBATTERY,IfcElectricFlowStorageDeviceBATTERY,0,IfcElectricFlowStorageDevice,BATTERY,IfcElectricFlowStorageDevice,BATTERY
battery - lithium ion cell,BATTLI,1,,IfcElectricFlowStorageDevice,IfcElectricFlowStorageDevice,0,IfcElectricFlowStorageDevice,,IfcElectricFlowStorageDevice,
beverage machine - airpot,BVAP,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
beverage machine - chai machine,BVC,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
beverage machine - coffee grinder,BVCFMG,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
beverage machine - coffee machine,BVCFM,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
beverage machine - coffee nitro machine,BVCFMN,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
beverage machine - coffee urn,BVCFMU,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
beverage machine - espresso machine,BVCFME,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
beverage machine - knock out chute,BVKOC,0,,IfcWasteTerminal,IfcWasteTerminal,0,IfcWasteTerminal,,IfcWasteTerminal,
beverage machine - steamer,BVS,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
beverage machine - water boiler,BVWB,0,,IfcBoilerWATER,IfcBoilerWATER,0,IfcBoiler,WATER,IfcBoiler,WATER
borehole,BHL,0,,IfcBorehole,,1,,,IfcBorehole,
burner - boiler,BLR,1,HVAC/BLR,IfcBoiler,IfcBoiler,1,IfcBoiler,,IfcBoiler,
burner - furnace,FR,1,,IfcBurner,IfcBuildingElementProxy,0,IfcBuildingElementProxy,,IfcBurner,
burner - generic,BUR,1,,IfcBurner,,1,,,IfcBurner,
burner - steam boiler,SB,1,HVAC/BLR,IfcBoilerSTEAM,IfcBoilerSTEAM,0,IfcBoiler,STEAM,IfcBoiler,STEAM
cable management - cable basket,CABASK,0,,IfcCableCarrierSegment,IfcCableCarrierSegment,0,IfcCableCarrierSegment,,IfcCableCarrierSegment,
cable management - cable carrier fitting,CCF,0,,IfcCableCarrierFitting,IfcCableCarrierFitting,1,IfcCableCarrierFitting,,IfcCableCarrierFitting,
cable management - cable carrier segment,CCS,0,,IfcCableCarrierSegment,IfcCableCarrierSegment,1,IfcCableCarrierSegment,,IfcCableCarrierSegment,
cable management - cable fitting,CFT,0,,IfcCableFitting,,1,,,IfcCableFitting,
cable management - cable ladder,CALAD,0,,IfcCableCarrierSegmentCABLELADDERSEGMENT,IfcCableCarrierSegmentCABLELADDERSEGMENT,0,IfcCableCarrierSegment,CABLELADDERSEGMENT,IfcCableCarrierSegment,CABLELADDERSEGMENT
cable management - cable tray,CATR,0,,IfcCableCarrierSegmentCABLETRAYSEGMENT,IfcCableCarrierSegmentCABLETRAYSEGMENT,0,IfcCableCarrierSegment,CABLETRAYSEGMENT,IfcCableCarrierSegment,CABLETRAYSEGMENT
cable management - cable trunking,CATRK,0,,IfcCableCarrierSegmentCABLETRUNKINGSEGMENT,IfcCableCarrierSegmentCABLETRUNKINGSEGMENT,0,IfcCableCarrierSegment,CABLETRUNKINGSEGMENT,IfcCableCarrierSegment,CABLETRUNKINGSEGMENT
cable management - floor trunking,CAFTRK,0,,IfcCableCarrierSegmentCABLETRUNKINGSEGMENT,IfcCableCarrierSegmentCABLETRUNKINGSEGMENT,0,IfcCableCarrierSegment,CABLETRUNKINGSEGMENT,IfcCableCarrierSegment,CABLETRUNKINGSEGMENT
camera,CAM,1,,IfcAudioVisualApplianceCAMERA,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,CAMERA
camera - pan tilt zoom camera,PTZCAM,1,,IfcAudioVisualApplianceCAMERA,IfcElectricAppliance,0,IfcElectricAppliance,,IfcAudioVisualAppliance,CAMERA
chiller,CH,1,HVAC/CH,IfcChiller,IfcChiller,1,IfcChiller,,IfcChiller,
chiller - air cooled chiller,ACCH,1,HVAC/CH,IfcChillerAIRCOOLED,IfcChillerAIRCOOLED,0,IfcChiller,AIRCOOLED,IfcChiller,AIRCOOLED
chiller - cooling tower,CT,1,HVAC/CT,IfcCoolingTower,IfcCoolingTower,1,IfcCoolingTower,,IfcCoolingTower,
chiller - critical cooling chiller,CCCH,1,HVAC/CH,IfcChiller,IfcChiller,0,IfcChiller,,IfcChiller,
chiller - dry air cooler,DAC,1,HVAC/DC,IfcCondenserAIRCOOLED,IfcCondenserAIRCOOLED,0,IfcCondenser,AIRCOOLED,IfcCondenser,AIRCOOLED
chiller - high temperature chiller,HTCH,1,HVAC/CH,IfcChiller,IfcChiller,0,IfcChiller,,IfcChiller,
chiller - hybrid air cooler or fluid cooler,HYAC,1,HVAC/CH,IfcEvaporativeCooler,IfcEvaporativeCooler,0,IfcEvaporativeCooler,,IfcEvaporativeCooler,
chiller - in row cooler/chiller,IRCL,1,HVAC/CH,IfcChiller,IfcChiller,0,IfcChiller,,IfcChiller,
chiller - low temperature chiller,LTCH,1,HVAC/CH,IfcChiller,IfcChiller,0,IfcChiller,,IfcChiller,
chiller - water cooled chiller,WCCH,1,HVAC/CH,IfcChillerWATERCOOLED,IfcChillerWATERCOOLED,0,IfcChiller,WATERCOOLED,IfcChiller,WATERCOOLED
cleaning - floor cleaner scrubber dryer,FCSD,0,,IfcElectricAppliance,IfcElectricAppliance,0,IfcElectricAppliance,,IfcElectricAppliance,
